,Name,Overview,Genres,Origin Country,Origin Country Detailed,Original Language,Original Language Detailed,Original Name,First Air Date,Year,Total Fans,Combined Average Score,TMDB Popularity,TMDB Users,TMDB Vote Average,Anilist Users,Anilist Average Score,Source Material,Is Adult,TMDB ID,Anilist ID
1126,Arpeggio of Blue Steel: Ars Nova,"By 2039, global warming had caused sea levels to rise and large amount of territory to be lost. As though in response, a mysterious group of warships clad in mist, â€œthe Fleet of Mist,â€ appeared in every corner of the ocean, and began attacking human ships. In spite of humanity mustering all their strength, they were utterly defeated by the Mist's overwhelming force. All of humanity's trade routes were blockaded by the Fleet of Mist, their political economy was destroyed, and the human race was steadily beaten down. Seven years later, the Fleet of Mist's submarine I-401 appears before cadet Gunzo Chihaya. The humanoid life form that pilots the sub, who should be their enemy, is instead offering her services to mankind.",,Japan Only,'Japan',Japanese,Japanese,è’¼ãé‹¼ã®ã‚¢ãƒ«ãƒšã‚¸ã‚ª -ã‚¢ãƒ«ã‚¹ãƒ»ãƒŽãƒ´ã‚¡-,7/10/2013,2013,19,7.5,11.039,19,7.5,,,,TRUE,57406,
1127,Yozakura Quartet: Hana no Uta,,"'Action', 'Ecchi', 'Fantasy', 'Slice of Life', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,å¤œæ¡œå››é‡å¥ ï½žãƒãƒŠãƒŽã‚¦ã‚¿ï½ž,6/10/2013,2013,18969,72.96149507,4.843,11,6.6,18958,73,Manga,FALSE,80500,18497
1128,Wanna Be the Strongest in the World,"Sakura Hagiwara, the main vocalist of the nationally renowned idol group Sweet Diva, suddenly decides to become a female professional wrestler.","'Action', 'Ecchi', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ä¸–ç•Œã§ã„ã¡ã°ã‚“å¼·ããªã‚ŠãŸã„ï¼,6/10/2013,2013,7157,49.99441107,5.935,1,10,7156,50,Manga,FALSE,76721,11763
1129,White Album 2,"One evening in fall, with one month left before the school festival, the last member of the ruined light music club, Haruki Kitahara, looks out the window and plays his guitar in the direction of the festival stage set up outside. This was the simple little adventure that the conscientious honor student had hoped for two and a half years to achieve before his graduation in half a year. But then, when a flowing piano melody and a bell-like singing voice joined the clumsy sound of his guitar...","'Drama', 'Music', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,WHITE ALBUM 2,6/10/2013,2013,30711,74.98427274,7.672,7,6,30704,75,Visual Novel,FALSE,70072,18245
1130,Ace of Diamond,"Eijun Sawamura is a pitcher who joins an elite school with a brilliant catcher named Kazuya Miyuki. Together with the rest of the team, they strive for Japan's storied Koushien championships through hard work and determination.","'Comedy', 'Sports'",Japan Only,'Japan',Japanese,Japanese,ãƒ€ã‚¤ãƒ¤ã®A,6/10/2013,2013,29789,78.96611501,24.584,14,6.9,29775,79,Manga,FALSE,60761,18689
1131,Tesagure! Bukatsumono,The CG anime centers around the extracurricular activities of students.,"'Comedy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ã¦ã•ãã‚Œï¼éƒ¨æ´»ã‚‚ã®,6/10/2013,2013,2914,63.98078243,1.596,1,8,2913,64,Original,FALSE,57407,19919
1132,"I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job","The story revolves around Raul, a boy who did not become a Hero, since the demon lord was already defeated just before his Hero exams. His dreams dashed, Raul spends his days working at a magic shop in the capital. One day, a part-time job seeker appears at the shop with an amazing rÃ©sumÃ©: Name: Fino Previous Occupation: Demon Lord Heir Motive: Because my father was defeated The work comedy revolves around this former Hero-in-training and the daughter of the demon lord.","'Comedy', 'Ecchi', 'Fantasy', 'Romance'",Japan Only,'Japan',Japanese,Japanese,å‹‡è€…ã«ãªã‚Œãªã‹ã£ãŸä¿ºã¯ã—ã¶ã—ã¶å°±è·ã‚’æ±ºæ„ã—ã¾ã—ãŸã€‚,5/10/2013,2013,34895,64.98212638,7.691,11,8.3,34884,65,Light Novel,FALSE,71441,18677
1133,Log Horizon,"One day, while playing the online game Elder Tales, 30,000 players suddenly find themselves trapped in another world. There, eight-year veteran gamer Shiroe also gets left behind. The trapped players are still alive, but they remain in combat with the monsters. The players don't understand what has happened to them, and they flee to Akiba, the largest city in Tokyo, where they are thrown into chaos. Once proud of his loner lifestyle, Shiroe forms a guild called Log Horizon with his old friend Naotsugu, female assassin Akatsuki and others.","'Action', 'Adventure', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒ­ã‚°ãƒ»ãƒ›ãƒ©ã‚¤ã‚ºãƒ³,5/10/2013,2013,107385,76.95302603,73.543,73,7.9,107312,77,Light Novel,FALSE,60846,17265
1134,Golden Time,"Banri Tada is a freshman at a Tokyo law school. After an accident, he suffers severe memory loss. Despite the incident, he befriends fellow freshman, Mitsuo Yanagisawa, which leads him to the beautiful, yet obsessive, Kouko Kaga.","'Comedy', 'Drama', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ã‚´ãƒ¼ãƒ«ãƒ‡ãƒ³ã‚¿ã‚¤ãƒ ,4/10/2013,2013,98086,74.79482495,21.149,304,8.8,97782,75,Light Novel,FALSE,67389,17895
1135,Strike the Blood,"Kojou Akatsuki's days as an ordinary high school student in the Demon District of Itogami Island come to an abrupt end after a fateful encounter leaves him with the remarkable abilities of a vampire.  It isn't long before he is thrust into the center of attention when it is discovered that he is the fourth primogenitor, an immensely powerful vampire whom most consider to be merely a legend. Fearing Kojou's destructive potential, the Lion King Organization sends in an apprentice sword-shaman, Yukina Himeragi, to monitor, and should he become a threat, kill the boy deemed the world's most powerful vampire. Forced together by circumstance, the two form an unlikely alliance as Kojou comes to terms with his abilities and they both struggle to protect the city from various emerging chaotic forces.","'Action', 'Ecchi', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ã‚¹ãƒˆãƒ©ã‚¤ã‚¯ãƒ»ã‚¶ãƒ»ãƒ–ãƒ©ãƒƒãƒ‰,4/10/2013,2013,60962,66.98237263,40.026,18,7.3,60944,67,Light Novel,FALSE,61440,18277
1136,Kill la Kill,"In a high school ruled by force, a transfer student wielding a scissor blade sword brings about upheaval.","'Action', 'Comedy', 'Ecchi'",Japan Only,'Japan',Japanese,Japanese,ã‚­ãƒ«ãƒ©ã‚­ãƒ«,4/10/2013,2013,184650,78.91600325,25.876,220,8.5,184430,79,Original,FALSE,60728,18679
1137,Outbreak Company,"Shinichi Kanou's father writes novels and his mother illustrates erotic video games, so it's not unsurprising that he'd turn out a fan of comics and science fiction. However, rather than channeling his efforts into creating like his parents, he has instead become one of the world's foremost experts on ""moe,"" with an encyclopedic knowledge of all things cute and adorable in every conceivable form of animation and media. This sort of explains Shinichi's recruitment as an ambassador for moe to the Holy Erudanto Kingdom, a parallel world where things that previously only existed in anime actually exist!

How will a hot blooded young otaku react when dropped into a world with actual cute and adorable elf maids and dragons? More importantly, how will they react to this drooling devotee with diplomatic credentials? And even more to the point, exactly why does the Japanese government feel that sending someone to represent Japan's moe interests is a good idea in the first place?","'Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance'",Japan Only,'Japan',Japanese,Japanese,ã‚¢ã‚¦ãƒˆãƒ–ãƒ¬ã‚¤ã‚¯ãƒ»ã‚«ãƒ³ãƒ‘ãƒ‹ãƒ¼ èŒãˆã‚‹ä¾µç•¥è€…,3/10/2013,2013,473,73.96067653,9.744,14,7.1,459,76,Original,FALSE,62691,84983
1138,Nagi-Asu: A Lull in the Sea,"Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed.

This show follows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea.

Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface.","'Drama', 'Fantasy', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,å‡ªã®ã‚ã™ã‹ã‚‰,3/10/2013,2013,68178,77.98762651,43.232,12,7.7,68166,78,Original,FALSE,61408,16067
1139,Miss Monochrome - The Animation,Miss Monochrome is an android who decides to try and become a top idol singer in the ever growing competitive market.,"'Music', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ãƒŸã‚¹ãƒ»ãƒ¢ãƒŽã‚¯ãƒ­ãƒ¼ãƒ  -The Animation-,2/10/2013,2013,8222,60.97241547,4.641,4,4.3,8218,61,Original,FALSE,76219,20033
1140,Beyond the Boundary,"The dark fantasy follows a high school sophomore named Akihito Kanbara. Although the boy appears human, he is half Youmu and invulnerable to wounds because he can heal quickly. One day, Akihito meets freshman Mirai Kuriyama when it seems she is about to jump from the school rooftop. Mirai is isolated because of her ability to manipulate blood, which is considered heresy among members of the spirit world. Disturbing events begin to unfold after Akihito saves Mirai.","'Action', 'Drama', 'Fantasy', 'Slice of Life', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,å¢ƒç•Œã®å½¼æ–¹,2/10/2013,2013,124040,74.91167365,23.614,165,8.6,123875,75,Light Novel,FALSE,61695,18153
1141,PokÃ©mon Origins,"Follow Red as he travels  through the Kanto region, encounters Team Rocket, battles his rival, and  challenges the PokÃ©mon League!","'Action', 'Adventure', 'Fantasy'",Japan Only,'Japan',Japanese,Japanese,ãƒã‚±ãƒƒãƒˆãƒ¢ãƒ³ã‚¹ã‚¿ãƒ¼ THE ORIGIN,2/10/2013,2013,27945,74.48156021,39.076,214,7.3,27731,75,Video Game,FALSE,61295,20159
1142,Coppelion,"Many years after a great tragedy killed 90% of the people in Japan, three girls arrive in the ruins of Tokyo. In the devastated capital, their unusually clean clothes set them apart. But that's not the only strange thing about them - they also each wield supernatural powers. They call themselves â€œCoppelion,â€ and are on a mission to save the people of Tokyo.","'Action', 'Sci-Fi'",Japan Only,'Japan',Japanese,Japanese,ã‚³ãƒƒãƒšãƒªã‚ªãƒ³,2/10/2013,2013,16951,59.94137809,2.453,19,7.7,16932,60,Manga,FALSE,60659,9479
1143,Mofy,,,Japan & Others,"'Japan', 'Italy'",Other European Languages,French,Mofy,23/9/2013,2013,3,4.7,2.338,3,4.7,,,,TRUE,62512,
1144,Diabolik Lovers,"Based on a visual novel of the same name by Rejet and Otomate, for the female market.

Komori Yui is a positive-thinking girl who nevertheless is troubled by seeing spirits and experiencing poltergeist phenomena. In her second year in high school, she transfers to a new school â€” a night school for entertainers and celebrities â€” due to her father's work. There are rumours that vampires exist among the student body, and Yui ends up living with the six sadistic Sakamaki vampire brothers.","'Drama', 'Horror', 'Romance', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,ãƒ‡ã‚£ã‚¢ãƒœãƒªãƒƒã‚¯ãƒ©ãƒ´ã‚¡ãƒ¼ã‚º,16/9/2013,2013,32303,46.97768628,18.821,17,4.6,32286,47,Visual Novel,FALSE,61512,17513
1145,Super Seisyun Brothers,"The story involves two pairs of teenage elder sister and younger brother, the Shinmoto's who are a bit narcissistic and the Saitou's who look a bit mysterious. It follows their everyday life in school and at home.","'Comedy', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,Super Seisyun Brothers -è¶…é’æ˜¥å§‰å¼Ÿs-,14/9/2013,2013,4666,63.97342477,0.734,2,2,4664,64,Manga,FALSE,58381,19841
1146,Corpse Party: Tortured Souls,"One rainy night after a school festival, a group of students from Kisaragi Academy decide to perform the ""Sachiko Ever After"" charm, which will unite them forever as friends. Once the ritual is done, a sudden earthquake transports them to Heavenly Host, a torn down elementary school. Unbeknownst to Satoshi and his friends, however, is the horrific past behind it which culminated in its demolition. As they look for each other and try to escape from Heavenly Host, they soon find out their lives are at the mercy of those affected by that same bloodied past.",,Japan Only,'Japan',Japanese,Japanese,ã‚³ãƒ¼ãƒ—ã‚¹ãƒ‘ãƒ¼ãƒ†ã‚£ãƒ¼ Tortured Souls,24/7/2013,2013,27,6.5,15.746,27,6.5,,,,TRUE,61178,
1147,Attack on Titan: Chibi Theater,A series of flash animated gag shorts featuring the characters of Attack on Titan in chibi form based on designs by Yuupon.,,Japan Only,'Japan',Japanese,Japanese,ã¡ã¿ã‚­ãƒ£ãƒ©åŠ‡å ´ ã¨ã‚“ã§ã‘ï¼è¨“ç·´å…µå›£,17/7/2013,2013,1,10,16.997,1,10,,,,TRUE,92470,
1148,Hakusai Anime,Follow the school life of Shirona Hakusai and her friends.,"'Comedy', 'Romance', 'Slice of Life'",Japan Only,'Japan',Japanese,Japanese,ç™½èœã‚¢ãƒ‹ãƒ¡,15/7/2013,2013,107,43,0.6,0,0,107,43,,FALSE,76706,19495
1149,Yamishibai: Japanese Ghost Stories,"Yamishibai is a picture-story style of animation whose motif is surrounded and based off the rumors, and urban legends throughout the history of Japan.","'Horror', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,é—‡èŠå±…,15/7/2013,2013,12950,65.94523552,64.566,12,6.9,12938,66,Original,FALSE,56559,19383
1150,Hyperdimension Neptunia,"This is Gameindustri. Beings called Goddesses rule the countries of this unreal world. The four goddesses govern four states: Planeptune, Lastation, Lowee and Leanbox. For many long years these countries fought each other over the Share, the source of the Goddesses' power. However, fearful that the conflict would pointlessly erode their strength, the goddesses signed a Friendship Treaty forbidding them from taking the Share by force. Under the treaty, the Goddesses and their younger sisters took a step forward to a new stage in their relations. It is the dawn of a new, dynamic era marked occasionally by shared laughter, disputes as well as cooperation. But what does the future hold in store for Gameindustri...?","'Action', 'Comedy', 'Ecchi', 'Mahou Shoujo', 'Sci-Fi', 'Supernatural'",Japan Only,'Japan',Japanese,Japanese,è¶…æ¬¡å…ƒã‚²ã‚¤ãƒ  ãƒãƒ—ãƒ†ãƒ¥ãƒ¼ãƒŒ The Animation,12/7/2013,2013,22305,64.97611298,7.5,9,5.8,22296,65,Video Game,FALSE,63525,16157
